  cell  ,E,W,N,S
"(72, 35)",0,0,1,1
"(73, 35)",0,0,1,1
"(74, 35)",0,1,1,0
"(75, 35)",1,1,0,0
"(1, 36)",1,1,0,0
"(2, 36)",0,0,0,1
"(3, 36)",1,1,1,0
"(4, 36)",0,1,0,1
"(5, 36)",1,0,1,0
"(6, 36)",1,1,0,0
"(7, 36)",0,1,0,1
"(8, 36)",0,1,1,0
"(9, 36)",1,0,0,1
"(10, 36)",0,1,1,0
"(11, 36)",0,1,0,1
"(12, 36)",1,0,1,0
"(13, 36)",1,1,0,0
"(14, 36)",1,1,0,0
"(15, 36)",1,1,0,0
"(16, 36)",1,0,0,1
"(17, 36)",1,1,1,0
"(18, 36)",1,1,0,0
"(19, 36)",0,0,0,1
"(20, 36)",1,0,1,1
"(21, 36)",0,1,1,0
"(22, 36)",1,1,0,0
"(23, 36)",1,0,0,1
"(24, 36)",1,0,1,0
"(25, 36)",1,0,0,1
"(26, 36)",0,1,1,0
"(27, 36)",0,1,0,1
"(28, 36)",1,0,1,0
"(29, 36)",0,1,0,1
"(30, 36)",0,0,1,1
"(31, 36)",0,1,1,0
"(32, 36)",1,0,0,1
"(33, 36)",0,1,1,0
"(34, 36)",1,0,0,1
"(35, 36)",0,1,1,0
"(36, 36)",1,0,0,1
"(37, 36)",0,0,1,1
"(38, 36)",0,0,1,1
"(39, 36)",1,1,1,0
"(40, 36)",0,1,0,1
"(41, 36)",1,0,1,0
"(42, 36)",0,1,0,0
"(43, 36)",0,1,0,1
"(44, 36)",0,0,1,1
"(45, 36)",0,1,1,1
"(46, 36)",1,0,1,0
"(47, 36)",1,0,0,1
"(48, 36)",1,0,1,0
"(49, 36)",1,1,0,0
"(50, 36)",0,1,0,1
"(51, 36)",0,0,1,1
"(52, 36)",0,1,1,0
"(53, 36)",1,0,0,1
"(54, 36)",0,0,1,1
"(55, 36)",1,0,1,0
"(56, 36)",1,1,0,1
"(57, 36)",1,0,1,0
"(58, 36)",1,0,0,0
"(59, 36)",1,1,0,1
"(60, 36)",0,1,1,0
"(61, 36)",0,1,0,0
"(62, 36)",0,1,0,1
"(63, 36)",1,0,1,0
"(64, 36)",1,0,0,1
"(65, 36)",0,1,1,0
"(66, 36)",1,0,0,1
"(67, 36)",1,0,1,0
"(68, 36)",0,1,0,0
"(69, 36)",1,1,0,0
"(70, 36)",1,1,0,0
"(71, 36)",1,1,0,0
"(72, 36)",1,0,0,1
"(73, 36)",0,0,1,1
"(74, 36)",0,0,1,1
"(75, 36)",0,1,1,0
"(1, 37)",0,1,0,1
"(2, 37)",1,0,1,0
"(3, 37)",0,1,0,1
"(4, 37)",1,0,1,0
"(5, 37)",0,1,0,1
"(6, 37)",0,1,1,1
"(7, 37)",1,0,1,0
"(8, 37)",1,0,0,1
"(9, 37)",0,1,1,0
"(10, 37)",0,0,0,1
"(11, 37)",1,0,1,0
"(12, 37)",1,1,0,0
"(13, 37)",1,1,0,0
"(14, 37)",1,1,0,0
"(15, 37)",1,1,0,0
"(16, 37)",1,1,0,0
"(17, 37)",0,1,0,0
"(18, 37)",0,1,0,1
"(19, 37)",0,0,1,1
"(20, 37)",0,1,1,0
"(21, 37)",1,0,0,0
"(22, 37)",1,1,0,1
"(23, 37)",0,1,1,0
"(24, 37)",0,1,0,1
"(25, 37)",0,1,1,0
"(26, 37)",1,0,0,1
"(27, 37)",1,0,1,0
"(28, 37)",0,1,0,1
"(29, 37)",0,0,1,1
"(30, 37)",0,0,1,1
"(31, 37)",0,0,1,1
"(32, 37)",0,1,1,0
"(33, 37)",0,0,0,1
"(34, 37)",1,1,1,0
"(35, 37)",1,0,0,1
"(36, 37)",1,1,1,0
"(37, 37)",0,0,0,1
"(38, 37)",1,0,1,0
"(39, 37)",0,1,0,1
"(40, 37)",1,0,1,0
"(41, 37)",0,1,0,1
"(42, 37)",1,0,1,0
"(43, 37)",1,0,0,1
"(44, 37)",1,0,1,0
"(45, 37)",1,0,0,0
"(46, 37)",0,1,0,1
"(47, 37)",0,1,1,0
"(48, 37)",1,1,0,0
"(49, 37)",1,1,0,0
"(50, 37)",1,0,0,1
"(51, 37)",0,0,1,1
"(52, 37)",1,0,1,1
"(53, 37)",0,1,1,0
"(54, 37)",0,0,0,1
"(55, 37)",1,1,1,0
"(56, 37)",1,1,0,0
"(57, 37)",0,1,0,1
"(58, 37)",0,1,1,0
"(59, 37)",0,1,0,1
"(60, 37)",0,0,1,1
"(61, 37)",0,0,1,1
"(62, 37)",0,0,1,1
"(63, 37)",0,1,1,0
"(64, 37)",1,1,0,0
"(65, 37)",1,0,0,0
"(66, 37)",1,1,0,0
"(67, 37)",0,1,0,1
"(68, 37)",0,0,1,1
"(69, 37)",0,1,1,0
"(70, 37)",0,1,0,1
"(71, 37)",0,1,1,0
"(72, 37)",1,1,0,0
"(73, 37)",1,0,0,1
"(74, 37)",1,0,1,1
"(75, 37)",1,0,1,0
"(1, 38)",1,0,0,1
"(2, 38)",0,1,1,0
"(3, 38)",1,0,0,1
"(4, 38)",1,1,1,1
"(5, 38)",1,0,1,0
"(6, 38)",1,0,0,0
"(7, 38)",1,1,0,0
"(8, 38)",1,1,0,0
"(9, 38)",1,0,0,1
"(10, 38)",0,0,1,1
"(11, 38)",1,1,1,0
"(12, 38)",1,1,0,0
"(13, 38)",0,1,0,1
"(14, 38)",0,1,1,0
"(15, 38)",0,1,0,0
"(16, 38)",0,1,0,1
"(17, 38)",1,0,1,1
"(18, 38)",0,0,1,1
"(19, 38)",1,0,1,1
"(20, 38)",0,0,1,1
"(21, 38)",1,1,1,0
"(22, 38)",0,1,0,1
"(23, 38)",0,0,1,1
"(24, 38)",1,0,1,0
"(25, 38)",1,0,0,1
"(26, 38)",0,1,1,0
"(27, 38)",0,1,0,1
"(28, 38)",1,0,1,1
"(29, 38)",1,0,1,0
"(30, 38)",1,0,0,1
"(31, 38)",1,0,1,0
"(32, 38)",1,0,0,1
"(33, 38)",0,0,1,1
"(34, 38)",0,1,1,0
"(35, 38)",0,1,0,0
"(36, 38)",1,1,0,0
"(37, 38)",1,0,0,1
"(38, 38)",0,1,1,1
"(39, 38)",1,0,1,0
"(40, 38)",1,1,0,0
"(41, 38)",1,0,0,0
"(42, 38)",0,1,0,1
"(43, 38)",0,1,1,0
"(44, 38)",1,1,0,0
"(45, 38)",1,1,0,0
"(46, 38)",1,0,0,1
"(47, 38)",1,0,1,0
"(48, 38)",1,1,0,0
"(49, 38)",0,1,0,1
"(50, 38)",0,1,1,0
"(51, 38)",1,0,0,1
"(52, 38)",1,1,1,0
"(53, 38)",1,0,0,1
"(54, 38)",1,0,1,0
"(55, 38)",1,1,0,0
"(56, 38)",0,1,0,1
"(57, 38)",0,0,1,1
"(58, 38)",1,0,1,1
"(59, 38)",0,0,1,1
"(60, 38)",0,0,1,0
"(61, 38)",1,0,0,1
"(62, 38)",0,0,1,1
"(63, 38)",1,0,1,0
"(64, 38)",1,1,0,0
"(65, 38)",1,1,0,0
"(66, 38)",1,1,0,0
"(67, 38)",1,0,0,1
"(68, 38)",1,0,1,0
"(69, 38)",1,0,0,1
"(70, 38)",0,0,1,1
"(71, 38)",1,0,1,0
"(72, 38)",1,1,0,0
"(73, 38)",0,1,0,0
"(74, 38)",1,1,0,0
"(75, 38)",1,1,0,0
"(1, 39)",1,1,0,0
"(2, 39)",1,0,0,1
"(3, 39)",0,1,1,0
"(4, 39)",1,1,0,0
"(5, 39)",0,1,0,1
"(6, 39)",0,1,1,0
"(7, 39)",1,1,0,1
"(8, 39)",1,1,1,0
"(9, 39)",0,1,0,1
"(10, 39)",1,0,1,0
"(11, 39)",0,1,0,0
"(12, 39)",1,1,0,0
"(13, 39)",0,0,0,1
"(14, 39)",1,0,1,1
"(15, 39)",0,0,1,1
"(16, 39)",1,0,1,0
"(17, 39)",0,1,0,1
"(18, 39)",1,0,1,0
"(19, 39)",1,1,0,0
"(20, 39)",1,0,0,0
"(21, 39)",1,1,0,0
"(22, 39)",1,0,0,1
"(23, 39)",0,0,1,1
"(24, 39)",0,1,1,0
"(25, 39)",1,1,0,0
"(26, 39)",1,0,0,1
"(27, 39)",0,0,1,1
"(28, 39)",0,1,1,0
"(29, 39)",1,1,0,0
"(30, 39)",1,1,0,0
"(31, 39)",1,1,0,0
"(32, 39)",0,1,0,1
"(33, 39)",1,0,1,1
"(34, 39)",0,0,1,1
"(35, 39)",1,0,1,0
"(36, 39)",1,1,0,0
"(37, 39)",0,1,0,1
"(38, 39)",1,0,1,0
"(39, 39)",1,1,0,0
"(40, 39)",0,1,0,1
"(41, 39)",1,1,1,0
"(42, 39)",1,0,0,1
"(43, 39)",1,0,1,0
"(44, 39)",1,1,0,0
"(45, 39)",1,1,0,1
"(46, 39)",0,1,1,0
"(47, 39)",1,1,0,0
"(48, 39)",1,1,0,0
"(49, 39)",1,0,0,1
"(50, 39)",1,0,1,0
"(51, 39)",1,1,0,0
"(52, 39)",0,1,0,0
"(53, 39)",1,1,0,0
"(54, 39)",1,1,0,0
"(55, 39)",0,1,0,1
"(56, 39)",0,0,1,0
"(57, 39)",1,0,0,1
"(58, 39)",0,1,1,0
"(59, 39)",1,0,0,1
"(60, 39)",0,0,1,1
"(61, 39)",0,1,1,1
"(62, 39)",0,0,1,0
"(63, 39)",0,1,0,1
"(64, 39)",0,1,1,1
"(65, 39)",0,1,1,0
"(66, 39)",1,1,0,1
"(67, 39)",0,1,1,0
"(68, 39)",1,1,0,0
"(69, 39)",1,1,0,0
"(70, 39)",1,0,0,1
"(71, 39)",0,1,1,0
"(72, 39)",0,1,0,1
"(73, 39)",1,0,1,1
"(74, 39)",0,1,1,0
"(75, 39)",0,1,0,0
"(1, 40)",1,1,0,1
"(2, 40)",0,1,1,1
"(3, 40)",0,0,1,0
"(4, 40)",1,1,0,0
"(5, 40)",1,0,0,1
"(6, 40)",0,0,1,1
"(7, 40)",0,1,1,0
"(8, 40)",0,1,0,1
"(9, 40)",1,0,1,0
"(10, 40)",1,1,0,1
"(11, 40)",0,0,1,1
"(12, 40)",0,1,1,0
"(13, 40)",1,0,0,1
"(14, 40)",0,1,1,0
"(15, 40)",1,0,0,1
"(16, 40)",0,1,1,0
"(17, 40)",0,0,0,1
"(18, 40)",0,1,1,0
"(19, 40)",1,1,0,0
"(20, 40)",1,1,0,1
"(21, 40)",0,1,1,0
"(22, 40)",0,1,0,1
"(23, 40)",1,0,1,0
"(24, 40)",0,0,0,1
"(25, 40)",0,1,1,0
"(26, 40)",1,1,0,0
"(27, 40)",1,0,0,1
"(28, 40)",1,0,1,0
"(29, 40)",0,1,0,1
"(30, 40)",0,1,1,0
"(31, 40)",0,1,0,1
"(32, 40)",1,0,1,0
"(33, 40)",0,1,0,1
"(34, 40)",0,0,1,0
"(35, 40)",1,1,0,0
"(36, 40)",0,1,0,1
"(37, 40)",1,0,1,0
"(38, 40)",1,1,0,0
"(39, 40)",0,1,0,0
"(40, 40)",1,0,0,1
"(41, 40)",0,1,1,0
"(42, 40)",1,1,0,0
"(43, 40)",1,1,0,0
"(44, 40)",1,1,0,0
"(45, 40)",0,1,0,1
"(46, 40)",1,0,1,0
"(47, 40)",1,1,0,0
"(48, 40)",1,1,0,0
"(49, 40)",1,1,0,0
"(50, 40)",0,1,0,1
"(51, 40)",1,1,1,0
"(52, 40)",1,0,0,1
"(53, 40)",0,1,1,0
"(54, 40)",0,1,0,1
"(55, 40)",0,0,1,1
"(56, 40)",1,0,1,0
"(57, 40)",0,1,0,1
"(58, 40)",0,0,1,1
"(59, 40)",0,1,1,1
"(60, 40)",0,0,1,1
"(61, 40)",1,0,1,0
"(62, 40)",1,0,0,1
"(63, 40)",0,0,1,1
"(64, 40)",0,0,1,1
"(65, 40)",1,0,1,0
"(66, 40)",0,1,0,1
"(67, 40)",1,0,1,0
"(68, 40)",0,1,0,1
"(69, 40)",0,1,1,0
"(70, 40)",0,1,0,1
"(71, 40)",0,0,1,1
"(72, 40)",1,0,1,0
"(73, 40)",0,1,0,0
"(74, 40)",1,0,0,1
"(75, 40)",1,0,1,0
"(1, 41)",0,1,0,0
"(2, 41)",1,0,0,1
"(3, 41)",1,0,1,0
"(4, 41)",0,1,0,1
"(5, 41)",0,1,1,1
"(6, 41)",0,0,1,1
"(7, 41)",0,0,1,1
"(8, 41)",1,0,1,0
"(9, 41)",1,1,0,0
"(10, 41)",0,1,0,1
"(11, 41)",0,0,1,1
"(12, 41)",1,0,1,0
"(13, 41)",0,1,0,1
"(14, 41)",1,0,1,0
"(15, 41)",1,1,0,0
"(16, 41)",1,0,0,1
"(17, 41)",1,0,1,0
"(18, 41)",1,0,0,1
"(19, 41)",1,1,1,0
"(20, 41)",0,1,0,1
"(21, 41)",0,0,1,1
"(22, 41)",0,0,1,0
"(23, 41)",0,1,0,1
"(24, 41)",0,0,1,1
"(25, 41)",1,0,1,0
"(26, 41)",1,1,0,0
"(27, 41)",1,1,0,0
"(28, 41)",1,1,0,1
"(29, 41)",0,0,1,1
"(30, 41)",0,0,1,1
"(31, 41)",0,0,1,0
"(32, 41)",0,1,0,1
"(33, 41)",0,0,1,1
"(34, 41)",0,0,1,1
"(35, 41)",0,1,1,0
"(36, 41)",1,0,0,1
"(37, 41)",0,1,1,0
"(38, 41)",1,1,0,1
"(39, 41)",0,0,1,1
"(40, 41)",0,1,1,1
"(41, 41)",0,0,1,0
"(42, 41)",1,1,0,0
"(43, 41)",1,1,0,0
"(44, 41)",0,1,0,1
"(45, 41)",1,0,1,0
"(46, 41)",0,1,0,0
"(47, 41)",0,1,0,1
"(48, 41)",0,1,1,1
"(49, 41)",0,1,1,0
"(50, 41)",1,0,0,1
"(51, 41)",0,1,1,0
"(52, 41)",1,1,0,0
"(53, 41)",0,0,0,1
"(54, 41)",0,0,1,1
"(55, 41)",1,0,1,0
"(56, 41)",1,1,0,0
"(57, 41)",1,0,0,1
"(58, 41)",0,0,1,1
"(59, 41)",1,0,1,0
"(60, 41)",0,0,0,1
"(61, 41)",0,1,1,0
"(62, 41)",1,1,0,0
"(63, 41)",0,0,0,1
"(64, 41)",1,0,1,0
"(65, 41)",1,1,0,0
"(66, 41)",0,0,0,1
"(67, 41)",1,1,1,0
"(68, 41)",1,0,0,1
"(69, 41)",0,0,1,1
"(70, 41)",0,0,1,1
"(71, 41)",1,0,1,0
"(72, 41)",1,1,0,1
"(73, 41)",1,0,1,0
"(74, 41)",1,1,0,0
"(75, 41)",1,1,0,0
"(1, 42)",1,0,0,1
"(2, 42)",0,1,1,0
"(3, 42)",0,1,0,1
"(4, 42)",1,0,1,0
"(5, 42)",0,0,0,1
"(6, 42)",1,0,1,1
"(7, 42)",1,0,1,0
"(8, 42)",1,1,0,1
"(9, 42)",0,1,1,1
"(10, 42)",0,0,1,1
"(11, 42)",1,0,1,0
"(12, 42)",0,1,0,1
"(13, 42)",0,0,1,1
"(14, 42)",0,1,1,0
"(15, 42)",0,1,0,1
"(16, 42)",1,1,1,0
"(17, 42)",0,1,0,1
"(18, 42)",0,1,1,0
"(19, 42)",0,1,0,0
"(20, 42)",1,0,0,1
"(21, 42)",1,0,1,0
"(22, 42)",1,0,0,1
"(23, 42)",1,0,1,0
"(24, 42)",1,0,0,1
"(25, 42)",0,1,1,0
"(26, 42)",1,1,0,0
"(27, 42)",1,1,0,0
"(28, 42)",1,1,0,0
"(29, 42)",1,0,0,1
"(30, 42)",0,0,1,1
"(31, 42)",0,0,1,1
"(32, 42)",1,0,1,1
"(33, 42)",0,0,1,0
"(34, 42)",1,0,0,1
"(35, 42)",0,0,1,1
"(36, 42)",1,1,1,0
"(37, 42)",1,0,0,0
"(38, 42)",1,1,0,1
"(39, 42)",0,0,1,1
"(40, 42)",0,0,1,0
"(41, 42)",1,0,0,1
"(42, 42)",0,1,1,0
"(43, 42)",0,1,0,1
"(44, 42)",1,0,1,0
"(45, 42)",0,1,0,1
"(46, 42)",0,0,1,1
"(47, 42)",1,0,1,0
"(48, 42)",0,0,0,1
"(49, 42)",1,0,1,0
"(50, 42)",0,1,0,1
"(51, 42)",1,0,1,0
"(52, 42)",0,1,0,1
"(53, 42)",0,0,1,1
"(54, 42)",1,0,1,0
"(55, 42)",1,1,0,1
"(56, 42)",0,1,1,0
"(57, 42)",0,1,0,1
"(58, 42)",1,0,1,0
"(59, 42)",0,1,0,1
"(60, 42)",0,0,1,1
"(61, 42)",1,0,1,1
"(62, 42)",1,1,1,1
"(63, 42)",1,0,1,0
"(64, 42)",0,1,0,1
"(65, 42)",0,1,1,1
"(66, 42)",1,0,1,0
"(67, 42)",0,1,0,0
"(68, 42)",1,1,0,0
"(69, 42)",1,0,0,1
"(70, 42)",0,0,1,1
"(71, 42)",0,1,1,0
"(72, 42)",0,1,0,0
"(73, 42)",1,1,0,1
"(74, 42)",0,1,1,0
"(75, 42)",1,1,0,0
"(1, 43)",0,1,0,1
"(2, 43)",1,0,1,0
"(3, 43)",1,0,0,1
"(4, 43)",0,1,1,1
"(5, 43)",0,0,1,1
"(6, 43)",0,1,1,0
"(7, 43)",1,1,0,0
"(8, 43)",1,1,0,0
"(9, 43)",0,0,0,1
"(10, 43)",1,0,1,0
"(11, 43)",0,1,0,1
"(12, 43)",1,0,1,0
"(13, 43)",1,0,0,1
"(14, 43)",0,0,1,0
"(15, 43)",1,0,0,1
"(16, 43)",0,1,1,0
"(17, 43)",1,0,0,1
"(18, 43)",1,0,1,0
"(19, 43)",1,0,0,1
"(20, 43)",0,1,1,0
"(21, 43)",0,1,0,1
"(22, 43)",0,1,1,0
"(23, 43)",1,1,0,0
"(24, 43)",0,1,0,1
"(25, 43)",0,0,1,1
"(26, 43)",0,1,1,0
"(27, 43)",0,1,0,0
"(28, 43)",1,1,0,0
"(29, 43)",1,1,0,1
"(30, 43)",0,0,1,1
"(31, 43)",0,0,1,0
"(32, 43)",0,1,0,1
"(33, 43)",1,0,1,0
"(34, 43)",1,1,0,0
"(35, 43)",1,0,0,0
"(36, 43)",1,1,0,0
"(37, 43)",1,1,0,0
"(38, 43)",1,1,0,0
"(39, 43)",1,0,0,1
"(40, 43)",0,0,1,1
"(41, 43)",0,1,1,0
"(42, 43)",1,0,0,1
"(43, 43)",0,0,1,0
"(44, 43)",1,1,0,0
"(45, 43)",1,0,0,1
"(46, 43)",0,0,1,1
"(47, 43)",0,1,1,0
"(48, 43)",1,0,0,1
"(49, 43)",0,1,1,1
"(50, 43)",1,0,1,0
"(51, 43)",0,1,0,1
"(52, 43)",1,0,1,0
"(53, 43)",1,0,0,0
"(54, 43)",1,1,0,0
"(55, 43)",0,1,0,1
"(56, 43)",1,0,1,0
"(57, 43)",1,0,0,1
"(58, 43)",0,1,1,0
"(59, 43)",1,0,0,0
"(60, 43)",1,0,0,1
"(61, 43)",0,1,1,0
"(62, 43)",0,1,0,0
"(63, 43)",0,1,0,1
"(64, 43)",1,0,1,0
"(65, 43)",1,0,0,0
"(66, 43)",1,1,0,0
"(67, 43)",1,0,0,1
"(68, 43)",0,1,1,0
"(69, 43)",1,1,0,0
"(70, 43)",1,0,0,1
"(71, 43)",0,0,1,1
"(72, 43)",1,0,1,0
"(73, 43)",0,1,0,0
"(74, 43)",1,0,0,1
"(75, 43)",1,1,1,0
"(1, 44)",1,0,0,1
"(2, 44)",1,1,1,0
"(3, 44)",0,1,0,1
"(4, 44)",0,0,1,0
"(5, 44)",1,0,0,1
"(6, 44)",1,0,1,0
"(7, 44)",1,1,0,0
"(8, 44)",0,1,0,1
"(9, 44)",0,0,1,1
"(10, 44)",0,1,1,1
"(11, 44)",0,0,1,0
"(12, 44)",1,1,0,0
"(13, 44)",1,1,0,0
"(14, 44)",1,0,0,1
"(15, 44)",0,1,1,0
"(16, 44)",1,0,0,0
"(17, 44)",1,1,0,0
"(18, 44)",0,1,0,1
"(19, 44)",0,1,1,0
"(20, 44)",1,0,0,0
"(21, 44)",1,0,0,1
"(22, 44)",0,0,1,1
"(23, 44)",1,1,1,0
"(24, 44)",1,0,0,1
"(25, 44)",0,0,1,1
"(26, 44)",0,0,1,1
"(27, 44)",0,0,1,1
"(28, 44)",0,1,1,0
"(29, 44)",1,1,0,0
"(30, 44)",1,0,0,1
"(31, 44)",0,0,1,1
"(32, 44)",1,0,1,0
"(33, 44)",1,1,0,0
"(34, 44)",1,1,0,0
"(35, 44)",1,1,0,0
"(36, 44)",1,1,0,0
"(37, 44)",1,1,0,0
"(38, 44)",1,1,0,0
"(39, 44)",1,1,0,0
"(40, 44)",1,0,0,1
"(41, 44)",1,0,1,0
"(42, 44)",1,1,0,0
"(43, 44)",1,0,0,1
"(44, 44)",0,1,1,0
"(45, 44)",1,1,0,0
"(46, 44)",0,0,0,1
"(47, 44)",1,0,1,0
"(48, 44)",1,1,0,1
"(49, 44)",1,0,1,0
"(50, 44)",0,1,0,1
"(51, 44)",0,0,1,0
"(52, 44)",1,1,0,0
"(53, 44)",1,1,0,0
"(54, 44)",0,1,0,1
"(55, 44)",1,0,1,0
"(56, 44)",0,1,0,1
"(57, 44)",0,1,1,0
"(58, 44)",1,0,0,1
"(59, 44)",1,1,1,0
"(60, 44)",0,1,0,1
"(61, 44)",0,0,1,1
"(62, 44)",0,0,1,1
"(63, 44)",0,0,1,1
"(64, 44)",0,1,1,0
"(65, 44)",1,1,0,1
"(66, 44)",0,1,1,0
"(67, 44)",1,1,0,1
"(68, 44)",1,0,1,0
"(69, 44)",0,1,0,1
"(70, 44)",0,1,1,0
"(71, 44)",0,0,0,1
"(72, 44)",0,1,1,1
"(73, 44)",0,0,1,1
"(74, 44)",0,1,1,0
"(75, 44)",1,1,0,0
"(1, 45)",1,1,0,0
"(2, 45)",1,1,0,0
"(3, 45)",1,0,0,1
"(4, 45)",0,0,1,1
"(5, 45)",0,1,1,0
"(6, 45)",1,1,0,0
"(7, 45)",1,1,0,0
"(8, 45)",1,0,0,1
"(9, 45)",1,0,1,0
"(10, 45)",1,0,0,1
"(11, 45)",1,0,1,1
"(12, 45)",0,1,1,0
"(13, 45)",0,1,0,1
"(14, 45)",1,1,1,0
"(15, 45)",1,0,0,1
"(16, 45)",0,1,1,0
"(17, 45)",1,1,0,0
"(18, 45)",1,0,0,1
"(19, 45)",0,0,1,1
"(20, 45)",1,1,1,0
"(21, 45)",1,1,0,0
"(22, 45)",0,0,0,1
"(23, 45)",1,1,1,0
"(24, 45)",1,1,0,1
"(25, 45)",0,0,1,1
"(26, 45)",0,0,1,1
"(27, 45)",1,0,1,0
"(28, 45)",1,0,0,1
"(29, 45)",0,1,1,0
"(30, 45)",0,1,0,1
"(31, 45)",1,0,1,0
"(32, 45)",0,1,0,1
"(33, 45)",1,1,1,0
"(34, 45)",0,1,0,1
"(35, 45)",1,1,1,0
"(36, 45)",1,1,0,0
"(37, 45)",1,1,0,1
"(38, 45)",0,1,1,0
"(39, 45)",0,1,0,1
"(40, 45)",0,1,1,0
"(41, 45)",0,1,0,1
"(42, 45)",1,1,1,0
"(43, 45)",0,1,0,1
"(44, 45)",1,0,1,0
"(45, 45)",1,1,0,0
"(46, 45)",1,0,0,1
"(47, 45)",0,1,1,0
"(48, 45)",1,1,0,0
"(49, 45)",1,1,0,0
"(50, 45)",1,0,0,1
"(51, 45)",1,0,1,0
"(52, 45)",1,1,0,0
"(53, 45)",1,1,0,1
"(54, 45)",1,0,1,0
"(55, 45)",0,1,0,1
"(56, 45)",1,0,1,0
"(57, 45)",1,0,0,1
"(58, 45)",1,1,1,0
"(59, 45)",0,1,0,1
"(60, 45)",0,0,1,1
"(61, 45)",0,0,1,1
"(62, 45)",1,0,1,0
"(63, 45)",1,0,0,1
"(64, 45)",1,0,1,0
"(65, 45)",1,1,0,0
"(66, 45)",1,0,0,0
"(67, 45)",1,1,0,0
"(68, 45)",0,1,0,1
"(69, 45)",0,0,1,1
"(70, 45)",0,0,1,1
"(71, 45)",0,0,1,1
"(72, 45)",0,0,1,1
"(73, 45)",1,0,1,0
"(74, 45)",0,0,0,1
"(75, 45)",1,1,1,0
"(1, 46)",1,1,0,0
"(2, 46)",0,1,0,0
"(3, 46)",1,1,0,0
"(4, 46)",1,0,0,1
"(5, 46)",0,0,1,1
"(6, 46)",0,1,1,0
"(7, 46)",1,1,0,0
"(8, 46)",1,1,0,0
"(9, 46)",0,1,0,1
"(10, 46)",0,1,1,0
"(11, 46)",0,1,0,0
"(12, 46)",1,0,0,1
"(13, 46)",1,0,1,0
"(14, 46)",1,1,0,0
"(15, 46)",1,1,0,0
"(16, 46)",1,0,0,1
"(17, 46)",0,1,1,0
"(18, 46)",1,1,0,0
"(19, 46)",0,0,0,1
"(20, 46)",1,1,1,0
"(21, 46)",0,1,0,1
"(22, 46)",1,0,1,0
"(23, 46)",0,1,0,0
"(24, 46)",0,1,0,1
"(25, 46)",0,0,1,1
"(26, 46)",1,0,1,0
"(27, 46)",0,1,0,1
"(28, 46)",0,1,1,1
"(29, 46)",0,0,1,1
"(30, 46)",0,0,1,0
"(31, 46)",1,1,0,0
"(32, 46)",1,0,0,0
"(33, 46)",0,1,0,1
"(34, 46)",1,0,1,0
"(35, 46)",1,1,0,0
"(36, 46)",1,1,0,0
"(37, 46)",0,1,0,1
"(38, 46)",0,0,1,0
"(39, 46)",1,0,0,1
"(40, 46)",1,0,1,1
"(41, 46)",0,0,1,1
"(42, 46)",0,1,1,0
"(43, 46)",1,0,0,0
"(44, 46)",0,1,0,1
"(45, 46)",0,1,1,0
"(46, 46)",1,1,0,0
"(47, 46)",1,0,0,1
"(48, 46)",0,1,1,0
"(49, 46)",0,1,0,1
"(50, 46)",0,1,1,0
"(51, 46)",0,1,0,1
"(52, 46)",0,1,1,1
"(53, 46)",0,1,1,0
"(54, 46)",0,1,0,1
"(55, 46)",0,0,1,0
"(56, 46)",1,1,0,0
"(57, 46)",0,1,0,0
"(58, 46)",1,1,0,0
"(59, 46)",0,0,0,1
"(60, 46)",0,0,1,1
"(61, 46)",0,0,1,1
"(62, 46)",0,1,1,1
"(63, 46)",0,1,1,0
"(64, 46)",0,1,0,0
"(65, 46)",1,1,0,0
"(66, 46)",0,1,0,1
"(67, 46)",1,1,1,0
"(68, 46)",1,0,0,0
"(69, 46)",1,0,0,1
"(70, 46)",1,0,1,1
"(71, 46)",1,0,1,0
"(72, 46)",1,0,0,1
"(73, 46)",0,1,1,1
"(74, 46)",1,0,1,0
"(75, 46)",1,1,0,0
"(1, 47)",1,1,0,1
"(2, 47)",0,0,1,1
"(3, 47)",0,1,1,0
"(4, 47)",1,1,0,0
"(5, 47)",0,0,0,1
"(6, 47)",1,0,1,0
"(7, 47)",0,1,0,1
"(8, 47)",1,1,1,0
"(9, 47)",1,0,0,1
"(10, 47)",0,0,1,1
"(11, 47)",0,0,1,1
"(12, 47)",0,1,1,0
"(13, 47)",1,1,0,0
"(14, 47)",0,1,0,1
"(15, 47)",1,1,1,0
"(16, 47)",0,1,0,1
"(17, 47)",1,0,1,0
"(18, 47)",0,1,0,1
"(19, 47)",1,0,1,0
"(20, 47)",0,1,0,1
"(21, 47)",0,0,1,0
"(22, 47)",0,1,0,1
"(23, 47)",0,0,1,1
"(24, 47)",1,0,1,1
"(25, 47)",1,0,1,0
"(26, 47)",0,1,0,1
"(27, 47)",1,0,1,0
"(28, 47)",1,0,0,1
"(29, 47)",0,0,1,1
"(30, 47)",0,0,1,1
"(31, 47)",0,1,1,0
"(32, 47)",1,1,0,0
"(33, 47)",1,0,0,1
"(34, 47)",0,1,1,0
"(35, 47)",1,1,0,0
"(36, 47)",0,1,0,1
"(37, 47)",0,0,1,1
"(38, 47)",0,0,1,1
"(39, 47)",0,1,1,0
"(40, 47)",1,1,0,1
"(41, 47)",0,0,1,1
"(42, 47)",1,0,1,0
"(43, 47)",1,1,0,1
"(44, 47)",0,0,1,1
"(45, 47)",0,0,1,1
