  cell  ,E,W,N,S
"(142, 141)",1,0,1,0
"(143, 141)",1,1,0,0
"(144, 141)",1,1,0,0
"(145, 141)",1,1,0,1
"(146, 141)",0,0,1,0
"(147, 141)",0,1,0,1
"(148, 141)",1,0,1,0
"(149, 141)",1,0,0,0
"(150, 141)",0,1,0,1
"(151, 141)",1,1,1,0
"(152, 141)",0,1,0,0
"(153, 141)",1,1,0,0
"(154, 141)",1,0,0,1
"(155, 141)",0,0,1,0
"(156, 141)",1,0,0,1
"(157, 141)",0,1,1,0
"(158, 141)",0,1,0,0
"(159, 141)",1,0,0,1
"(160, 141)",0,1,1,0
"(161, 141)",1,1,0,0
"(162, 141)",1,1,0,0
"(163, 141)",1,0,0,1
"(164, 141)",0,0,1,1
"(165, 141)",0,1,1,1
"(166, 141)",1,0,1,0
"(167, 141)",1,1,0,0
"(168, 141)",1,1,0,0
"(169, 141)",1,1,0,1
"(170, 141)",0,0,1,1
"(171, 141)",1,0,1,0
"(172, 141)",0,1,0,1
"(173, 141)",0,1,1,0
"(174, 141)",1,1,0,0
"(175, 141)",0,0,0,1
"(176, 141)",0,0,1,1
"(177, 141)",1,0,1,0
"(178, 141)",0,1,0,1
"(179, 141)",0,0,1,1
"(180, 141)",1,1,1,0
"(181, 141)",0,0,0,1
"(182, 141)",0,0,1,1
"(183, 141)",1,0,1,1
"(184, 141)",0,0,1,1
"(185, 141)",0,1,1,0
"(186, 141)",1,0,0,1
"(187, 141)",0,1,1,0
"(188, 141)",0,1,0,1
"(189, 141)",1,0,1,0
"(190, 141)",1,0,0,1
"(191, 141)",0,0,1,1
"(192, 141)",0,0,1,1
"(193, 141)",0,1,1,0
"(194, 141)",1,0,0,1
"(195, 141)",0,1,1,0
"(196, 141)",1,0,0,1
"(197, 141)",0,1,1,0
"(198, 141)",1,1,0,1
"(199, 141)",0,0,1,1
"(200, 141)",1,0,1,0
"(1, 142)",1,0,0,1
"(2, 142)",0,1,1,0
"(3, 142)",0,0,0,1
"(4, 142)",0,1,1,0
"(5, 142)",1,1,0,0
"(6, 142)",1,0,0,1
"(7, 142)",0,1,1,1
"(8, 142)",1,0,1,0
"(9, 142)",0,1,0,0
"(10, 142)",0,1,0,1
"(11, 142)",1,0,1,1
"(12, 142)",0,0,1,1
"(13, 142)",1,0,1,0
"(14, 142)",0,0,0,1
"(15, 142)",0,1,1,1
"(16, 142)",0,1,1,0
"(17, 142)",0,1,0,1
"(18, 142)",0,1,1,0
"(19, 142)",1,0,0,1
"(20, 142)",0,0,1,1
"(21, 142)",0,1,1,0
"(22, 142)",1,0,0,1
"(23, 142)",1,0,1,0
"(24, 142)",1,1,0,0
"(25, 142)",0,1,0,1
"(26, 142)",0,0,1,1
"(27, 142)",1,0,1,1
"(28, 142)",0,1,1,0
"(29, 142)",1,1,0,0
"(30, 142)",1,0,0,1
"(31, 142)",1,0,1,0
"(32, 142)",1,1,0,1
"(33, 142)",1,0,1,0
"(34, 142)",0,1,0,0
"(35, 142)",1,1,0,1
"(36, 142)",0,0,1,1
"(37, 142)",0,1,1,0
"(38, 142)",1,0,0,1
"(39, 142)",0,1,1,0
"(40, 142)",1,1,0,0
"(41, 142)",1,1,0,0
"(42, 142)",0,1,0,1
"(43, 142)",1,0,1,0
"(44, 142)",1,1,0,0
"(45, 142)",0,1,0,1
"(46, 142)",1,1,1,0
"(47, 142)",1,0,0,1
"(48, 142)",1,0,1,1
"(49, 142)",0,0,1,1
"(50, 142)",0,0,1,1
"(51, 142)",0,1,1,1
"(52, 142)",0,0,1,1
"(53, 142)",0,1,1,0
"(54, 142)",0,1,0,0
"(55, 142)",1,0,0,1
"(56, 142)",1,0,1,0
"(57, 142)",0,0,0,1
"(58, 142)",0,0,1,1
"(59, 142)",0,0,1,1
"(60, 142)",1,1,1,0
"(61, 142)",0,1,0,1
"(62, 142)",1,0,1,0
"(63, 142)",1,1,0,0
"(64, 142)",0,0,0,1
"(65, 142)",1,1,1,0
"(66, 142)",1,1,0,0
"(67, 142)",0,0,0,1
"(68, 142)",0,0,1,1
"(69, 142)",1,0,1,1
"(70, 142)",0,1,1,0
"(71, 142)",0,1,0,1
"(72, 142)",1,0,1,0
"(73, 142)",1,1,0,1
"(74, 142)",0,0,1,1
"(75, 142)",1,0,1,0
"(76, 142)",1,1,0,0
"(77, 142)",1,1,0,0
"(78, 142)",0,1,0,1
"(79, 142)",1,0,1,0
"(80, 142)",0,1,0,1
"(81, 142)",1,0,1,0
"(82, 142)",1,0,0,1
"(83, 142)",1,0,1,0
"(84, 142)",1,0,0,0
"(85, 142)",0,1,0,1
"(86, 142)",1,0,1,0
"(87, 142)",1,1,0,0
"(88, 142)",1,0,0,1
"(89, 142)",1,0,1,0
"(90, 142)",1,1,0,0
"(91, 142)",1,1,0,1
"(92, 142)",0,0,1,1
"(93, 142)",1,0,1,0
"(94, 142)",0,1,0,1
"(95, 142)",1,0,1,0
"(96, 142)",1,0,0,1
"(97, 142)",0,0,1,1
"(98, 142)",0,0,1,1
"(99, 142)",0,1,1,0
"(100, 142)",0,1,0,1
"(101, 142)",0,0,1,1
"(102, 142)",0,1,1,1
"(103, 142)",0,0,1,1
"(104, 142)",0,1,1,0
"(105, 142)",1,1,0,0
"(106, 142)",0,1,0,1
"(107, 142)",1,1,1,0
"(108, 142)",1,0,0,1
"(109, 142)",1,1,1,0
"(110, 142)",1,0,0,1
"(111, 142)",0,0,1,1
"(112, 142)",1,0,1,0
"(113, 142)",0,0,0,1
"(114, 142)",0,0,1,1
"(115, 142)",1,1,1,0
"(116, 142)",1,1,0,1
"(117, 142)",0,0,1,0
"(118, 142)",1,0,0,1
"(119, 142)",1,0,1,0
"(120, 142)",1,0,0,1
"(121, 142)",0,0,1,1
"(122, 142)",0,1,1,1
"(123, 142)",0,0,1,1
"(124, 142)",1,1,1,0
"(125, 142)",1,0,0,0
"(126, 142)",1,1,0,0
"(127, 142)",0,1,0,1
"(128, 142)",1,0,1,1
"(129, 142)",1,0,1,0
"(130, 142)",1,1,0,1
"(131, 142)",0,1,1,0
"(132, 142)",1,0,0,0
"(133, 142)",1,1,0,1
"(134, 142)",0,0,1,0
"(135, 142)",1,1,0,0
"(136, 142)",1,0,0,1
"(137, 142)",0,1,1,0
"(138, 142)",1,1,0,0
"(139, 142)",1,0,0,1
"(140, 142)",0,0,1,1
"(141, 142)",0,1,1,0
"(142, 142)",0,1,0,1
"(143, 142)",0,1,1,0
"(144, 142)",1,1,0,0
"(145, 142)",0,1,0,0
"(146, 142)",1,0,0,1
"(147, 142)",0,0,1,1
"(148, 142)",0,1,1,0
"(149, 142)",1,1,0,0
"(150, 142)",1,0,0,1
"(151, 142)",0,1,1,0
"(152, 142)",1,0,0,1
"(153, 142)",0,1,1,0
"(154, 142)",1,1,0,0
"(155, 142)",1,0,0,1
"(156, 142)",0,1,1,0
"(157, 142)",1,0,0,1
"(158, 142)",0,0,1,1
"(159, 142)",0,1,1,0
"(160, 142)",1,0,0,1
"(161, 142)",0,1,1,0
"(162, 142)",1,1,0,1
"(163, 142)",0,1,1,0
"(164, 142)",1,0,0,1
"(165, 142)",1,0,1,0
"(166, 142)",0,1,0,1
"(167, 142)",0,1,1,0
"(168, 142)",1,1,0,0
"(169, 142)",0,1,0,1
"(170, 142)",1,0,1,0
"(171, 142)",0,1,0,1
"(172, 142)",0,0,1,1
"(173, 142)",0,0,1,1
"(174, 142)",0,1,1,1
"(175, 142)",0,0,1,1
"(176, 142)",0,0,1,1
"(177, 142)",1,1,1,0
"(178, 142)",1,0,0,1
"(179, 142)",0,0,1,0
"(180, 142)",0,1,0,1
"(181, 142)",0,0,1,1
"(182, 142)",1,0,1,0
"(183, 142)",0,1,0,1
"(184, 142)",0,0,1,0
"(185, 142)",1,0,0,1
"(186, 142)",0,1,1,0
"(187, 142)",1,0,0,0
"(188, 142)",1,0,0,1
"(189, 142)",0,1,1,0
"(190, 142)",1,1,0,0
"(191, 142)",1,0,0,1
"(192, 142)",0,0,1,1
"(193, 142)",0,0,1,1
"(194, 142)",0,1,1,1
"(195, 142)",1,0,1,0
"(196, 142)",1,1,0,0
"(197, 142)",1,0,0,1
"(198, 142)",0,1,1,0
"(199, 142)",1,0,0,1
"(200, 142)",1,1,1,0
"(1, 143)",1,1,0,0
"(2, 143)",1,0,0,1
"(3, 143)",0,0,1,1
"(4, 143)",0,0,1,1
"(5, 143)",0,1,1,0
"(6, 143)",1,1,0,0
"(7, 143)",1,0,0,1
"(8, 143)",1,1,1,0
"(9, 143)",1,0,0,1
"(10, 143)",1,0,1,0
"(11, 143)",0,1,0,0
"(12, 143)",1,0,0,1
"(13, 143)",0,1,1,0
"(14, 143)",1,0,0,1
"(15, 143)",0,0,1,1
"(16, 143)",0,0,1,1
"(17, 143)",0,0,1,1
"(18, 143)",0,0,1,1
"(19, 143)",0,1,1,0
"(20, 143)",1,0,0,1
"(21, 143)",0,0,1,1
"(22, 143)",0,1,1,0
"(23, 143)",0,1,0,1
"(24, 143)",0,1,1,0
"(25, 143)",1,0,0,1
"(26, 143)",1,0,1,0
"(27, 143)",0,1,0,0
"(28, 143)",1,0,0,1
"(29, 143)",0,1,1,0
"(30, 143)",0,1,0,0
"(31, 143)",1,1,0,1
"(32, 143)",0,1,1,0
"(33, 143)",0,1,0,1
"(34, 143)",1,0,1,0
"(35, 143)",1,1,0,0
"(36, 143)",1,0,0,1
"(37, 143)",1,0,1,0
"(38, 143)",1,1,0,0
"(39, 143)",1,0,0,0
"(40, 143)",1,1,0,0
"(41, 143)",0,1,0,1
"(42, 143)",1,0,1,0
"(43, 143)",1,1,0,0
"(44, 143)",0,1,0,1
"(45, 143)",1,0,1,0
"(46, 143)",1,1,0,0
"(47, 143)",0,1,0,0
"(48, 143)",1,1,0,0
"(49, 143)",1,0,0,1
"(50, 143)",0,0,1,1
"(51, 143)",1,0,1,0
"(52, 143)",1,0,0,1
"(53, 143)",1,0,1,0
"(54, 143)",1,0,0,1
"(55, 143)",0,1,1,0
"(56, 143)",0,1,0,1
"(57, 143)",0,0,1,1
"(58, 143)",0,0,1,1
"(59, 143)",1,0,1,0
"(60, 143)",1,1,0,1
"(61, 143)",1,0,1,0
"(62, 143)",0,1,0,0
"(63, 143)",0,1,0,1
"(64, 143)",1,0,1,0
"(65, 143)",0,1,0,0
"(66, 143)",0,1,0,1
"(67, 143)",0,0,1,1
"(68, 143)",1,0,1,0
"(69, 143)",0,1,0,1
"(70, 143)",0,0,1,1
"(71, 143)",0,0,1,0
"(72, 143)",1,1,0,0
"(73, 143)",0,1,0,1
"(74, 143)",1,0,1,0
"(75, 143)",0,1,0,1
"(76, 143)",0,1,1,0
"(77, 143)",1,1,0,1
"(78, 143)",0,0,1,0
"(79, 143)",0,1,0,1
"(80, 143)",1,0,1,0
"(81, 143)",0,1,0,1
"(82, 143)",0,1,1,0
"(83, 143)",1,1,0,0
"(84, 143)",0,1,0,1
"(85, 143)",1,0,1,0
"(86, 143)",1,1,0,0
"(87, 143)",0,1,0,1
"(88, 143)",0,1,1,0
"(89, 143)",1,1,0,0
"(90, 143)",1,1,0,0
"(91, 143)",1,1,0,1
"(92, 143)",1,0,1,0
"(93, 143)",0,1,0,1
"(94, 143)",1,0,1,0
"(95, 143)",1,1,0,0
"(96, 143)",1,1,0,1
"(97, 143)",1,0,1,0
"(98, 143)",1,0,0,1
"(99, 143)",0,0,1,1
"(100, 143)",0,0,1,1
"(101, 143)",1,0,1,0
"(102, 143)",1,0,0,1
"(103, 143)",0,0,1,1
"(104, 143)",1,0,1,1
"(105, 143)",0,1,1,0
"(106, 143)",0,0,0,1
"(107, 143)",0,1,1,0
"(108, 143)",1,1,0,0
"(109, 143)",0,1,0,0
"(110, 143)",0,1,0,1
"(111, 143)",1,0,1,0
"(112, 143)",1,1,0,0
"(113, 143)",1,0,0,1
"(114, 143)",1,0,1,0
"(115, 143)",1,1,0,0
"(116, 143)",1,1,0,0
"(117, 143)",1,0,0,1
"(118, 143)",0,1,1,0
"(119, 143)",1,1,0,0
"(120, 143)",1,1,0,0
"(121, 143)",1,0,0,0
"(122, 143)",1,0,0,1
"(123, 143)",1,0,1,0
"(124, 143)",0,1,0,0
"(125, 143)",1,1,0,1
"(126, 143)",0,1,1,1
"(127, 143)",0,0,1,1
"(128, 143)",0,1,1,0
"(129, 143)",0,1,0,0
"(130, 143)",0,1,0,1
"(131, 143)",1,0,1,0
"(132, 143)",1,1,0,0
"(133, 143)",1,1,0,0
"(134, 143)",1,0,0,1
"(135, 143)",0,1,1,0
"(136, 143)",1,1,0,1
"(137, 143)",1,0,1,0
"(138, 143)",0,1,0,1
"(139, 143)",1,1,1,0
"(140, 143)",0,0,0,1
"(141, 143)",0,0,1,1
"(142, 143)",0,0,1,1
"(143, 143)",0,0,1,1
"(144, 143)",0,1,1,1
"(145, 143)",1,0,1,0
"(146, 143)",1,1,0,0
"(147, 143)",1,0,0,1
"(148, 143)",0,0,1,1
"(149, 143)",0,1,1,1
"(150, 143)",0,1,1,0
"(151, 143)",1,0,0,1
"(152, 143)",0,1,1,0
"(153, 143)",0,0,0,1
"(154, 143)",0,1,1,1
"(155, 143)",0,1,1,1
"(156, 143)",0,0,1,1
"(157, 143)",0,1,1,0
"(158, 143)",1,0,0,1
"(159, 143)",1,0,1,0
"(160, 143)",1,1,0,0
"(161, 143)",0,0,0,1
"(162, 143)",0,1,1,1
"(163, 143)",1,0,1,0
"(164, 143)",0,1,0,0
"(165, 143)",0,1,0,1
"(166, 143)",1,0,1,0
"(167, 143)",1,0,0,1
"(168, 143)",0,1,1,0
"(169, 143)",1,0,0,1
"(170, 143)",0,1,1,0
"(171, 143)",1,0,0,1
"(172, 143)",1,0,1,1
"(173, 143)",0,0,1,0
"(174, 143)",1,0,0,1
"(175, 143)",1,0,1,0
"(176, 143)",0,0,0,1
"(177, 143)",0,1,1,0
"(178, 143)",1,1,0,1
"(179, 143)",0,0,1,1
"(180, 143)",1,0,1,1
"(181, 143)",0,0,1,0
"(182, 143)",0,1,0,1
"(183, 143)",0,0,1,1
"(184, 143)",1,0,1,0
"(185, 143)",1,1,0,1
"(186, 143)",1,0,1,0
"(187, 143)",1,1,0,0
"(188, 143)",0,1,0,1
"(189, 143)",0,0,1,1
"(190, 143)",0,1,1,0
"(191, 143)",0,1,0,1
"(192, 143)",1,0,1,0
"(193, 143)",1,0,0,1
"(194, 143)",1,0,1,0
"(195, 143)",0,1,0,1
"(196, 143)",0,1,1,0
"(197, 143)",1,1,0,0
"(198, 143)",1,0,0,1
"(199, 143)",0,1,1,0
"(200, 143)",1,1,0,0
"(1, 144)",1,1,0,0
"(2, 144)",0,1,0,1
"(3, 144)",1,0,1,0
"(4, 144)",1,0,0,0
"(5, 144)",1,0,0,1
"(6, 144)",0,1,1,0
"(7, 144)",1,1,0,0
"(8, 144)",1,1,0,0
"(9, 144)",1,1,0,0
"(10, 144)",0,1,0,1
"(11, 144)",1,0,1,0
"(12, 144)",1,1,0,0
"(13, 144)",1,0,0,1
"(14, 144)",0,1,1,0
"(15, 144)",1,0,0,1
"(16, 144)",0,0,1,1
"(17, 144)",0,0,1,1
"(18, 144)",1,0,1,0
"(19, 144)",1,0,0,1
"(20, 144)",0,1,1,0
"(21, 144)",1,0,0,1
"(22, 144)",0,0,1,1
"(23, 144)",1,0,1,0
"(24, 144)",1,0,0,1
"(25, 144)",1,1,1,0
"(26, 144)",1,1,0,0
"(27, 144)",1,0,0,1
"(28, 144)",0,1,1,0
"(29, 144)",1,0,0,1
"(30, 144)",1,0,1,0
"(31, 144)",0,1,0,1
"(32, 144)",0,0,1,1
"(33, 144)",0,0,1,0
"(34, 144)",0,1,0,1
"(35, 144)",1,1,1,0
"(36, 144)",1,1,0,0
"(37, 144)",0,1,0,0
"(38, 144)",0,1,0,1
"(39, 144)",1,1,1,0
"(40, 144)",0,1,0,1
"(41, 144)",1,0,1,0
"(42, 144)",0,1,0,0
"(43, 144)",0,1,0,1
"(44, 144)",0,0,1,1
"(45, 144)",0,1,1,0
"(46, 144)",0,1,0,1
"(47, 144)",1,0,1,0
"(48, 144)",1,1,0,0
"(49, 144)",1,1,0,0
"(50, 144)",1,0,0,1
"(51, 144)",0,1,1,0
"(52, 144)",1,1,0,0
"(53, 144)",1,1,0,0
"(54, 144)",1,1,0,0
"(55, 144)",0,0,0,1
"(56, 144)",0,0,1,1
"(57, 144)",1,0,1,1
"(58, 144)",1,0,1,0
"(59, 144)",1,1,0,0
"(60, 144)",1,1,0,0
"(61, 144)",0,1,0,1
"(62, 144)",0,0,1,1
"(63, 144)",0,0,1,1
"(64, 144)",0,1,1,0
"(65, 144)",1,0,0,1
"(66, 144)",0,0,1,1
"(67, 144)",0,0,1,1
"(68, 144)",1,1,1,0
"(69, 144)",1,0,0,1
"(70, 144)",0,0,1,1
"(71, 144)",1,0,1,0
"(72, 144)",0,1,0,1
"(73, 144)",1,0,1,0
"(74, 144)",1,1,0,0
"(75, 144)",0,0,0,1
"(76, 144)",0,0,1,1
"(77, 144)",1,1,1,0
"(78, 144)",1,0,0,1
"(79, 144)",1,0,1,1
"(80, 144)",0,1,1,1
"(81, 144)",0,0,1,1
"(82, 144)",0,0,1,1
"(83, 144)",0,1,1,1
"(84, 144)",1,0,1,0
"(85, 144)",1,1,0,0
"(86, 144)",0,1,0,1
"(87, 144)",1,0,1,0
"(88, 144)",1,0,0,0
"(89, 144)",0,1,0,1
"(90, 144)",0,1,1,0
"(91, 144)",1,1,0,0
"(92, 144)",1,1,0,0
"(93, 144)",1,0,0,1
"(94, 144)",0,1,1,0
"(95, 144)",1,1,0,0
"(96, 144)",0,1,0,0
"(97, 144)",0,1,0,1
"(98, 144)",1,1,1,0
"(99, 144)",1,0,0,1
"(100, 144)",1,0,1,0
"(101, 144)",1,1,0,0
"(102, 144)",0,1,0,1
"(103, 144)",1,0,1,0
"(104, 144)",0,1,0,0
"(105, 144)",1,0,0,1
"(106, 144)",0,0,1,1
"(107, 144)",1,0,1,0
"(108, 144)",1,1,0,0
"(109, 144)",1,0,0,1
"(110, 144)",0,0,1,1
"(111, 144)",0,1,1,0
"(112, 144)",0,1,0,1
"(113, 144)",0,1,1,0
"(114, 144)",1,1,0,0
"(115, 144)",0,1,0,1
"(116, 144)",0,1,1,0
"(117, 144)",1,1,0,0
"(118, 144)",1,0,0,1
"(119, 144)",0,1,1,0
"(120, 144)",0,1,0,1
"(121, 144)",1,1,1,0
"(122, 144)",1,1,0,0
"(123, 144)",0,1,0,1
"(124, 144)",1,0,1,0
"(125, 144)",0,1,0,0
"(126, 144)",1,0,0,1
"(127, 144)",1,0,1,0
"(128, 144)",1,0,0,1
"(129, 144)",0,0,1,1
"(130, 144)",0,0,1,1
"(131, 144)",0,1,1,0
"(132, 144)",1,1,0,0
"(133, 144)",0,1,0,1
"(134, 144)",0,1,1,0
"(135, 144)",0,0,0,1
"(136, 144)",0,1,1,0
"(137, 144)",0,1,0,1
"(138, 144)",1,0,1,0
"(139, 144)",0,1,0,0
"(140, 144)",1,0,0,1
"(141, 144)",0,0,1,1
"(142, 144)",0,0,1,1
"(143, 144)",1,0,1,0
"(144, 144)",1,0,0,1
"(145, 144)",0,1,1,0
"(146, 144)",1,1,0,0
"(147, 144)",1,1,0,0
"(148, 144)",0,0,0,1
"(149, 144)",1,0,1,1
"(150, 144)",1,0,1,0
"(151, 144)",0,1,0,1
"(152, 144)",0,0,1,1
"(153, 144)",0,0,1,1
"(154, 144)",0,0,1,1
"(155, 144)",1,0,1,0
"(156, 144)",1,0,0,1
"(157, 144)",0,0,1,0
"(158, 144)",1,1,0,0
"(159, 144)",1,1,0,0
"(160, 144)",0,1,0,1
"(161, 144)",1,0,1,0
"(162, 144)",1,0,0,1
"(163, 144)",0,1,1,0
"(164, 144)",1,0,0,1
"(165, 144)",0,0,1,1
"(166, 144)",1,1,1,0
"(167, 144)",0,1,0,1
"(168, 144)",1,0,1,0
"(169, 144)",1,1,0,0
"(170, 144)",1,0,0,1
"(171, 144)",0,1,1,0
"(172, 144)",1,1,0,0
"(173, 144)",1,0,0,1
"(174, 144)",0,1,1,0
"(175, 144)",0,1,0,1
"(176, 144)",0,0,1,1
"(177, 144)",1,0,1,0
"(178, 144)",1,1,0,0
"(179, 144)",1,0,0,0
"(180, 144)",1,1,0,0
"(181, 144)",1,0,0,1
"(182, 144)",0,0,1,1
"(183, 144)",0,0,1,1
"(184, 144)",1,1,1,0
"(185, 144)",1,1,0,0
"(186, 144)",1,1,0,0
"(187, 144)",1,1,0,1
"(188, 144)",1,0,1,1
"(189, 144)",1,0,1,0
"(190, 144)",0,0,0,1
"(191, 144)",1,0,1,0
"(192, 144)",0,1,0,1
"(193, 144)",0,1,1,0
"(194, 144)",0,1,0,1
"(195, 144)",0,0,1,1
"(196, 144)",1,0,1,0
"(197, 144)",0,1,0,0
"(198, 144)",1,1,0,0
"(199, 144)",1,0,0,1
"(200, 144)",0,1,1,0
"(1, 145)",1,1,0,0
"(2, 145)",1,0,0,1
"(3, 145)",0,1,1,0
"(4, 145)",1,1,0,0
"(5, 145)",1,1,0,0
"(6, 145)",1,0,0,0
"(7, 145)",1,1,0,0
"(8, 145)",0,1,0,0
"(9, 145)",0,1,0,1
"(10, 145)",1,0,1,0
"(11, 145)",0,1,0,1
"(12, 145)",0,1,1,0
"(13, 145)",1,1,0,0
"(14, 145)",1,0,0,0
"(15, 145)",1,1,0,0
"(16, 145)",1,0,0,1
"(17, 145)",1,0,1,0
"(18, 145)",0,1,0,1
"(19, 145)",0,1,1,0
"(20, 145)",1,0,0,0
"(21, 145)",1,1,0,0
"(22, 145)",1,0,0,0
"(23, 145)",1,1,0,0
"(24, 145)",1,1,0,0
"(25, 145)",1,1,0,0
"(26, 145)",0,1,0,1
"(27, 145)",0,1,1,0
"(28, 145)",1,0,0,1
"(29, 145)",0,1,1,0
"(30, 145)",0,1,0,1
"(31, 145)",0,0,1,1
"(32, 145)",0,0,1,1
"(33, 145)",0,0,1,1
"(34, 145)",1,0,1,0
"(35, 145)",0,1,0,1
"(36, 145)",0,1,1,0
"(37, 145)",1,0,0,1
"(38, 145)",1,0,1,0
"(39, 145)",1,1,0,0
"(40, 145)",1,0,0,0
"(41, 145)",0,1,0,1
"(42, 145)",0,0,1,1
"(43, 145)",1,0,1,1
"(44, 145)",0,0,1,0
"(45, 145)",1,0,0,1
"(46, 145)",0,0,1,1
"(47, 145)",0,1,1,0
"(48, 145)",0,1,0,1
"(49, 145)",0,1,1,0
"(50, 145)",0,1,0,1
"(51, 145)",0,0,1,1
"(52, 145)",0,1,1,0
"(53, 145)",1,1,0,0
"(54, 145)",1,1,0,0
"(55, 145)",1,0,0,1
"(56, 145)",1,0,1,0
"(57, 145)",1,1,0,0
"(58, 145)",0,1,0,0
"(59, 145)",1,1,0,0
"(60, 145)",1,1,0,0
"(61, 145)",1,0,0,1
"(62, 145)",0,0,1,1
"(63, 145)",0,0,1,1
"(64, 145)",1,0,1,0
"(65, 145)",1,1,0,0
"(66, 145)",1,0,0,1
"(67, 145)",0,0,1,1
"(68, 145)",0,1,1,0
"(69, 145)",0,1,0,1
"(70, 145)",1,0,1,0
"(71, 145)",0,1,0,1
"(72, 145)",0,0,1,1
"(73, 145)",0,1,1,0
"(74, 145)",0,1,0,1
"(75, 145)",0,0,1,1
"(76, 145)",1,0,1,1
"(77, 145)",0,1,1,0
"(78, 145)",1,1,0,0
"(79, 145)",0,1,0,1
"(80, 145)",0,0,1,1
"(81, 145)",0,0,1,1
"(82, 145)",1,0,1,0
"(83, 145)",1,0,0,0
"(84, 145)",1,1,0,0
"(85, 145)",1,1,0,1
"(86, 145)",0,0,1,0
"(87, 145)",1,1,0,0
"(88, 145)",0,1,0,1
"(89, 145)",0,0,1,1
"(90, 145)",1,0,1,1
"(91, 145)",0,1,1,0
"(92, 145)",1,1,0,0
"(93, 145)",1,1,0,0
"(94, 145)",1,0,0,1
"(95, 145)",0,1,1,0
"(96, 145)",1,0,0,1
"(97, 145)",1,0,1,0
"(98, 145)",0,1,0,1
"(99, 145)",0,1,1,0
"(100, 145)",1,1,0,0
"(101, 145)",0,1,0,1
"(102, 145)",1,0,1,0
"(103, 145)",1,1,0,0
"(104, 145)",1,0,0,1
"(105, 145)",0,1,1,0
"(106, 145)",1,0,0,1
"(107, 145)",0,1,1,0
"(108, 145)",1,1,0,1
"(109, 145)",0,1,1,0
"(110, 145)",1,0,0,1
"(111, 145)",1,0,1,1
"(112, 145)",0,0,1,1
"(113, 145)",1,0,1,0
"(114, 145)",0,1,0,1
"(115, 145)",0,0,1,1
"(116, 145)",0,0,1,1
"(117, 145)",0,1,1,0
"(118, 145)",1,1,0,0
"(119, 145)",1,0,0,1
"(120, 145)",0,0,1,1
"(121, 145)",0,1,1,0
"(122, 145)",0,1,0,1
"(123, 145)",1,0,1,0
"(124, 145)",1,1,0,0
"(125, 145)",1,0,0,1
"(126, 145)",0,1,1,0
"(127, 145)",0,1,0,1
"(128, 145)",0,1,1,0
"(129, 145)",1,0,0,1
"(130, 145)",1,0,1,0
"(131, 145)",1,0,0,1
"(132, 145)",0,1,1,1
"(133, 145)",0,0,1,1
"(134, 145)",1,0,1,1
"(135, 145)",0,0,1,1
"(136, 145)",1,0,1,0
"(137, 145)",1,0,0,1
"(138, 145)",1,1,1,0
"(139, 145)",1,0,0,1
"(140, 145)",0,1,1,0
"(141, 145)",1,0,0,1
"(142, 145)",0,0,1,0
"(143, 145)",1,1,0,0
"(144, 145)",1,1,0,1
"(145, 145)",0,0,1,1
"(146, 145)",0,1,1,0
"(147, 145)",0,1,0,1
"(148, 145)",0,0,1,1
"(149, 145)",1,1,1,0
"(150, 145)",0,1,0,1
"(151, 145)",0,0,1,1
"(152, 145)",0,0,1,0
"(153, 145)",1,0,0,1
"(154, 145)",0,0,1,1
"(155, 145)",0,1,1,0
"(156, 145)",1,1,0,1
"(157, 145)",0,0,1,1
"(158, 145)",0,1,1,0
"(159, 145)",0,1,0,1
"(160, 145)",1,0,1,1
"(161, 145)",0,1,1,0
"(162, 145)",0,1,0,1
"(163, 145)",0,0,1,1
"(164, 145)",0,1,1,0
"(165, 145)",1,0,0,1
"(166, 145)",0,1,1,1
"(167, 145)",0,0,1,0
"(168, 145)",1,1,0,1
"(169, 145)",0,1,1,1
"(170, 145)",0,1,1,0
"(171, 145)",1,0,0,1
"(172, 145)",0,1,1,0
"(173, 145)",1,1,0,1
"(174, 145)",0,0,1,1
"(175, 145)",0,0,1,1
"(176, 145)",1,0,1,0
"(177, 145)",1,1,0,0
"(178, 145)",0,1,0,1
"(179, 145)",1,1,1,0
"(180, 145)",1,1,0,0
"(181, 145)",1,1,0,1
"(182, 145)",1,0,1,0
"(183, 145)",1,0,0,1
"(184, 145)",1,1,1,0
"(185, 145)",0,1,0,0
"(186, 145)",1,1,0,0
"(187, 145)",0,1,0,0
"(188, 145)",1,1,0,0
"(189, 145)",1,1,0,0
"(190, 145)",1,0,0,1
"(191, 145)",0,1,1,1
"(192, 145)",0,0,1,1
"(193, 145)",1,0,1,1
"(194, 145)",0,0,1,0
"(195, 145)",1,0,0,1
"(196, 145)",0,1,1,0
"(197, 145)",1,0,0,1
"(198, 145)",0,1,1,0
"(199, 145)",1,1,0,0
"(200, 145)",1,0,0,0
"(1, 146)",1,1,0,0
"(2, 146)",1,1,0,0
"(3, 146)",1,0,0,1
"(4, 146)",0,1,1,1
"(5, 146)",0,1,1,1
"(6, 146)",0,1,1,0
"(7, 146)",1,1,0,0
"(8, 146)",1,0,0,1
"(9, 146)",0,0,1,1
"(10, 146)",0,1,1,0
"(11, 146)",1,0,0,1
"(12, 146)",0,0,1,1
"(13, 146)",0,1,1,1
"(14, 146)",0,1,1,0
"(15, 146)",1,1,0,0
